,brewery,address,city,type,url,,,
3622,Hair of the Dog Brewing Co,61 SE Yamhill St,"Portland, OR 97214-2134 ",Type: Micro,http://www.hairofthedog.com,,,
3623,Hairless Hare Brewery,738 W National Rd,"Vandalia, OH 45377-1015 ",Type: Micro,http://www.hairlessharebrewery.com,,,
3624,"Hairy Cow Brewing Co, LLC",,"Byron, IL 61010",Type: Planning,http://www.hairycowbrewing.com,,,
3625,Hale's Ales Brewery and Pub,4301 Leary Way NW,"Seattle, WA 98107-4538 ",Type: Micro,http://www.halesbrewery.com,,,
3626,Half Acre Beer Co,4257 N Lincoln Ave,"Chicago, IL 60618-2953 ",Type: Regional,http://www.halfacrebeer.com,,,
3627,Half Barrel Beer Project,9650 Universal Blvd Ste 143,"Orlando, FL 32819-9383 ",Type: Brewpub,http://www.halfbarrelproject.com,,,
3628,Half Batch Brewing,393 E Main St Ste J,"Hendersonville, TN 37075-2575 ",Type: Micro,http://halfbatchbrewing.com,,,
3629,Half Brothers Brewing Company,17 N 3rd St,"Grand Forks, ND 58203-3713 ",Type: Brewpub,http://www.halfbrothersbrewing.com,,,
3630,Half Day Brewing Company,200 Village Grn,"Lincolnshire, IL 60069-3028 ",Type: Brewpub,http://www.halfdaybrewing.com,,,
3631,Half Door Brewing Company,903 Island Ave,"San Diego, CA 92101-7227 ",Type: Brewpub,http://www.halfdoorbrewing.com,,,
3632,Half Full Brewery,43 Homestead Ave,"Stamford, CT 06902-7204 ",Type: Micro,http://www.halffullbrewery.com,,,
3633,Half Lion Brewing Company,1723 West Valley Hwy E Ste 101,"Sumner, WA 98390-9700 ",Type: Micro,http://www.halflion.com,,,
3634,Half Moon Bay Brewing Co,390 Capistrano Road,"Half Moon Bay, CA 94019 ",Type: Brewpub,http://www.hmbbrewingco.com,,,
3636,Halfpenny Brewing Company,5150 E Arapahoe Rd Ste D1-B,"Centennial, CO 80122-4825 ",Type: Micro,http://www.halfpennybrewing.com,,,
3638,Halpatter Brewing Company,264 NE Hernando Ave,"Lake City, FL 32055-4012 ",Type: Micro,http://www.halpatterbrewing.com,,,
3639,Halyard Brewing Company,80 Ethan Allen Dr Ste 2,"South Burlington, VT 05403-5971 ",Type: Micro,http://www.halyardbrewing.us,,,
3640,Hamburg Brewing Company,6553 Boston State Rd,"Hamburg, NY 14075-6630 ",Type: Micro,http://www.hamburgbrewing.com,,,
3641,Hamburger Mary's/Andersonville Brewing Company,5402 N Clark St,"Chicago, IL 60640-1210 ",Type: Brewpub,http://www.hamburgermaryschicago.com,,,
3642,Hamilton Family Brewery,9757 7th St Ste 802,"Rancho Cucamonga, CA 91730-5297 ",Type: Micro,http://hamiltonfamilybrewery.com,,,
3643,Hammer & Forge Brewing Company,70 Main Street,"Boones Mill, VA 24064 ",Type: Micro,http://www.hammerandforgebrewing.com,,,
3644,Hammer & Nail Brewing,,"Trumbull, CT 06611-4975",Type: Planning,http://www.HammerNailBrewing.com,,,
3645,HammerHeart Brewing Company,7785 Lake Dr,"Lino Lakes, MN 55014-1109 ",Type: Micro,http://www.hammerheartbrewing.com,,,
3647,Hand of Fate Brewing Co,107 E Douglas Ave,"Petersburg, IL 62675-1558 ",Type: Micro,http://www.handoffatebrewing.beer,,,
3648,Hand-Brewed Beer,9771 Variel Ave,"Chatsworth, CA 91311-4315 ",Type: Micro,http://www.handbrewedbeer.com,,,
3650,Hangar 24 Craft Brewery,1710 Sessums Dr,"Redlands, CA 92374-1909 ",Type: Regional,http://www.hangar24brewery.com,,,
3651,Hanging Hills Brewing Company,150 Ledyard St,"Hartford, CT 06114-1403 ",Type: Micro,http://www.hanginghillsbrewery.com,,,
3654,Hank Is Wiser Brewery,213 N Main St PO Box 400,"Cheney, KS 67025-9730 ",Type: Brewpub,http://www.hankiswiserbrewery.com,,,
3655,Hansa Brewery,2717 Lorain Ave,"Cleveland, OH 44113-3414 ",Type: Brewpub,http://www.hansabrewery.com,,,
3657,Hapa's Brewing Company,460 Lincoln Ave # 90,"San Jose, CA 95126-3702 ",Type: Micro,http://hapasbrewing.com/,,,
3658,Happy Basset Brewing Company,6044 SW 29th St,"Topeka, KS 66614-4268 ",Type: Micro,http://www.happybassetbrewingco.com,,,
3660,Happy Hippie Brewing Company,,"Richardson, TX 75080",Type: Planning,http://www.happyhippiebeer.com,,,
3662,Harbinger Beer Company LLC,,"Caddo, OK 74729-2606",Type: Planning,http://harbingerbeer.com,,,
3663,Harbor Head Brewing Co,81 Fort Salonga Rd,"Northport, NY 11768-2889 ",Type: Micro,http://www.harborheadbrew.com,,,
3664,Harding House Brewing Company,,"Nashville, TN 37209",Type: Planning,http://www.hardinghousebrew.com,,,
3665,Hardwood Bar and Smokery,680 8th St Ste 170,"San Francisco, CA 94103 ",Type: Brewpub,http://www.hardwoodsf.com,,,
3666,Hardywood Park Craft Brewery,2408 Ownby Ln,"Richmond, VA 23220-1319 ",Type: Micro,http://www.hardywood.com,,,
3669,Hare In the Forest,9311 Gibson Ln,"Potter Valley, CA 95469-8799 ",Type: Micro,http://www.hareintheforest.com,,,
3670,Harlem Blue Beer,2214 Frederick Douglass Blvd Ste 267,"New York, NY 10026-1123 ",Type: Proprietor,http://www.harlemblue.com,,,
3671,Harlem Brewing Co,2 W 123rd St,"New York, NY 10027-5623 ",Type: Contract,http://www.harlembrewingcompany.com,,,
3672,Harmon Brewing Company,204 St Helens Ave,"Tacoma, WA 98402-2522 ",Type: Micro,http://www.harmonbrewingco.com,,,
3673,Harmonic Brewing,1050 26th St,"San Francisco, CA 94107-3513 ",Type: Micro,http://www.harmonicbrewing.com,,,
3676,Harper Jackson Brewing Company,,",  ",Type: Planning,http://www.harperjacksonbrewing.com,,,
3677,Harpers Restaurant and Brewpub,131 Albert Ave,"East Lansing, MI 48823-4315 ",Type: Brewpub,http://www.harpersbrewpub.com,,,
3678,Harpoon Brewery,306 Northern Ave Ste 2,"Boston, MA 02210-2367 ",Type: Regional,http://www.harpoonbrewery.com,,,
3681,Harty Brewing Company,146 Walden Way,"Mechanicsburg, PA 17050-4105 ",Type: Brewpub,http://www.hartybrewco.com,,,
3682,Harvest Moon Brewery/Cafe,392 George St,"New Brunswick, NJ 08901-2018 ",Type: Brewpub,http://www.harvestmoonbrewery.com,,,
3683,Harvest Moon Brewing,7 5th St S,"Belt, MT 59412-0510 ",Type: Micro,http://www.harvestmoonbrew.com,,,
3684,Harvest Seasonal Kitchen,112 E Louisiana St,"McKinney, TX 75069-4412 ",Type: Brewpub,http://www.harvesttx.com,,,
3685,Hasseman Brewing,115 S 6th St,"Coshocton, OH 43812-1625 ",Type: Micro,http://www.hassemanbrewing.com,,,
3686,Hatchet Brewing Company,,"Southern Pines, NC 28387-6164",Type: Planning,http://www.hatchetbrewing.com,,,
3687,Havoc Brewing Company,,",  ",Type: Planning,http://havocbrewingcompany.com,,,
3688,Haw River Farmhouse Ales,1713 Sax-Beth Church Road,"Saxapahaw, NC 27340-0390 ",Type: Micro,http://www.hawriverales.com,,,
3689,Hawaii Nui Brewing,275 E Kawili St,"Hilo, HI 96720-5074 ",Type: Micro,http://www.hawaiinuibrewing.com,,,
3690,HawkPeak Brewing Company DBA Grand Haven Brew House,101 Washington Ave # 2B,"Grand Haven, MI 49417-1302 ",Type: Brewpub,http://www.grandhavenbrewhouse.com,,,
3691,Hawksbill Brewing Company,22 Zerkel St,"Luray, VA 22835-1913 ",Type: Micro,http://www.hawksbillbrewing.com,,,
3692,Hay Camp Brewing Company,601 Kansas City St,"Rapid City, SD 57701-3622 ",Type: Micro,http://www.haycampbrewing.com,,,
3693,Hayes Public House,112 1st St S,"Buffalo, MN 55313-1402 ",Type: Micro,http://www.hayespublichouse.com,,,
3694,Hayesville Brewing Co,1568 Highway 64 W,"Hayesville, NC 28904-4651 ",Type: Brewpub,http://www.facebook.com/leisa5678/,,,
3696,Haymarket Pub and Brewery,737 W Randolph St,"Chicago, IL 60661-2103 ",Type: Brewpub,http://www.haymarketbrewing.com,,,
3697,Haywire Brewing Company,12125 Treosti Rd,"Snohomish, WA 98290-6918 ",Type: Micro,http://www.haywirebrewery.com,,,
3698,Hazelwood Brewing Company,,"Lexington, SC 29072",Type: Planning,http://Hazelwoodbeer.com,,,
3700,HeadFlyer Brewing,861 E Hennepin Ave,"Minneapolis, MN 55414-1201 ",Type: Micro,http://www.headflyerbrewing.com,,,
3701,Headlands Brewing Company,16 Forrest St,"Mill Valley, CA 94941-2003 ",Type: Proprietor,http://www.headlandsbrewing.com,,,
3703,Headtrip Brewery,1634 Norton Rd,"Stow, OH 44224-1412 ",Type: Micro,http://www.headtripbrewery.com,,,
3704,Headworks Brewing,,"Enumclaw, WA 98022-3525",Type: Planning,http://www.headworksbrewing.com,,,
3705,Heart & Solar Brewing,,"Parkton, MD 21120-9253",Type: Planning,http://www.heartandsolarbrewing.com,,,
3706,Heartland Brewery,35 Union Sq W Frnt 1,"New York, NY 10003-3200 ",Type: Contract,http://www.heartlandbrewery.com,,,
3707,Heartwood Brewing Company,,",  ",Type: Planning,http://www.heartwoodbrewingcompany.com,,,
3708,Heater Allen Brewery,907 NE 10th Ave,"McMinnville, OR 97128-4003 ",Type: Micro,http://www.heaterallen.com,,,
3709,Heathen Brewing Co.,5612 NE 119th St,"Vancouver, WA 98686-3475 ",Type: Brewpub,http://www.heathenbrewing.com,,,
3710,Heaven & Ale Brewing Co,300 Cherokee Blvd Ste 101,"Chattanooga, TN 37405-3811 ",Type: Brewpub,http://www.heavenandalebrewing.com,,,
3711,Heavenly Goat Brewing Company,7321 Heritage Square Dr Ste 190,"Granger, IN 46530-5660 ",Type: Brewpub,http://www.heavenlygoatbrew.com,,,
3713,Heavier Than Air Brewing Co,497 Miamisburg Centerville Rd,"Centerville, OH 45459-4753 ",Type: Micro,http://www.heavierthanairbrewing.com,,,
3714,Heavily Brewing Company,2465 Hayes Hill Rd,"Montour Falls, NY 14865 ",Type: Micro,http://www.heavilybrewingcompany.com,,,
3716,Heavy Riff Brewing,6413 Clayton Ave,"Saint Louis, MO 63139-3305 ",Type: Micro,http://www.heavyriffbrwing.com,,,
3717,Heavy Seas Beer,4615 Hollins Ferry Rd Ste B,"Baltimore, MD 21227-4624 ",Type: Regional,http://www.hsbeer.com,,,
3718,Heist Brewery,2909 N Davidson St,"Charlotte, NC 28205-1190 ",Type: Brewpub,http://www.heistbrewery.com,,,
3719,Helderberg Brewery,63 Huyck Rd,"Rensselaerville, NY 12147-2108 ",Type: Brewpub,http://careyinstitute.org/programs/sustainable-communities/helderberg-brewery-taproom/,,,
3720,Helderberg Mountain Brewing Company,141 Warners Lake Rd Ste 1,"East Berne, NY 12059-2020 ",Type: Micro,http://www.helderbergmountainbrewingcompany.com,,,
3721,Helicon Brewing,102 Union Ave,"Oakdale, PA 15071-1328 ",Type: Micro,http://heliconbrewing.com,,,
3722,Helio Basin Brewing Company,3935 E Thomas Rd,"Phoenix, AZ 85018-7511 ",Type: Brewpub,http://www.heliobasinbrewing.com,,,
3724,Helix Brewing Co,8101 Commercial St,"La Mesa, CA 91942-2927 ",Type: Micro,http://www.drinkhelix.com,,,
3725,Hell 'n Blazes Brewing Company,1002 E New Haven Ave,"Melbourne, FL 32901-5437 ",Type: Micro,http://www.HellnBlazesBrewing.com,,,
3727,Hellbender Brewing Company,5788 2nd St NE,"Washington, DC 20011-2524 ",Type: Micro,http://www.hellbenderbeer.com,,,
3728,Hellbent Brewing Company,13035 Lake City Way NE,"Seattle, WA 98125-4428 ",Type: Micro,http://www.hellbentbrewingcompany.com,,,
3729,Hello Brew Co.,,"Stockton, CA ",Type: Planning,http://www.hellobrewco.com,,,
3730,Helltown Brewing,13 Henry C Frick St,"Mount Pleasant, PA 15666-1343 ",Type: Micro,http://www.helltownbrewing.com,,,
3731,"Helm's Brewing Company, LLC",5640 Kearny Mesa Rd Ste C,"San Diego, CA 92111-1312 ",Type: Micro,http://www.helmsbrewingco.com,,,
3733,Hemisphere Brewing Co,2015 Kristy Ln,"Rockwall, TX 75032-6242 ",Type: Micro,http://www.hemispherebrewing.com,,,
3734,Hemlock State Brewing Company,18305 Sunnyside Ave N,"Shoreline, WA 98133-4627 ",Type: Micro,http://www.hemlockstate.com,,,
3735,HenHouse Brewing,322 Bellevue Ave # 2,"Santa Rosa, CA 95407-7711 ",Type: Micro,http://www.henhousebrewing.com,,,
3737,"Henniker Brewing Company, LLC",129 Centervale Rd,"Henniker, NH 03242-3280 ",Type: Micro,http://www.hennikerbrewing.com,,,
3739,Henson Brewing,,"Burbank, CA 91504",Type: Micro,http://www.facebook.com/HensonBrewing/,,,
3740,Herbert B. Friendly Brewing,527 Wells Ave S,"Renton, WA 98057-2703 ",Type: Micro,http://www.drinkhbf.com,,,
3741,Here and Now Brewing Co,645 Main St,"Honesdale, PA 18431-1842 ",Type: Brewpub,http://hereandnowbrewing.com,,,
3742,Hereford and Hops Steakhouse and Brewpub,624 Ludington St,"Escanaba, MI 49829-3844 ",Type: Brewpub,http://www.herefordandhops.com,,,
3743,Heretic Brewing Company,1052 Horizon Dr Ste B,"Fairfield, CA 94533-1694 ",Type: Micro,http://www.hereticbrewing.com,,,
3744,Heritage Brewing Co,9436 Center Point Ln,"Manassas, VA 20110-1810 ",Type: Micro,http://www.heritagebrews.com,,,
3745,Herkimer Pub and Brewery,2922 Lyndale Ave S,"Minneapolis, MN 55408-2110 ",Type: Brewpub,http://www.theherkimer.com,,,
3747,"Hermit Thrush Brewery, LLC",29 High St Apt 101C,"Brattleboro, VT 05301-3041 ",Type: Micro,http://www.hermitthrushbrewery.com,,,
3748,Hermitage Brewing Company,1627 S 7th St,"San Jose, CA 95112-5932 ",Type: Micro,http://www.hermitagebrewing.com,,,
3749,Heroes Restaurant and Brewery,3397 Mission Inn Ave,"Riverside, CA 92501-3302 ",Type: Brewpub,http://www.heroesrestaurantandbrewery.com,,,
3751,Hexagon Brewing Co,1002 Dutch Valley Dr Ste 101,"Knoxville, TN 37918-6956 ",Type: Micro,http://www.hexagonbrewing.com,,,
3752,Hi Sign Brewing,1201 Old Bastrop Hwy Bldg A,"Austin, TX 78742-2600 ",Type: Micro,http://www.hisignbrewing.com,,,
3754,Hickory Creek Brewing Company LLC,,"New Lenox, IL 60451-1306",Type: Planning,http://info@hickorycreekbrewingil.com,,,
3757,Hidden Cove Brewing Co,73 Mile Rd,"Wells, ME 04090-4135 ",Type: Micro,http://www.hiddencovebrewingcompany.com,,,
3759,Hidden River Brewing Co,1808 W Schuylkill Rd,"Douglassville, PA 19518-9101 ",Type: Brewpub,http://hiddenriverbrewing.com,,,
3760,Hidden Sands Brewing Company LLC,6754 Washington Ave Unit B,"Egg Harbor Township, NJ 08234-3807 ",Type: Micro,http://www.hiddensands.com,,,
3761,Hidden Springs Ale Works,1631 N Franklin St,"Tampa, FL 33602-2621 ",Type: Micro,http://www.Hiddenspringsaleworks.com,,,
3764,Hideaway Park Brewery,PO Box 1885,"Winter Park, CO 80482-1885 ",Type: Micro,http://www.hideawayparkbrewery.com,,,
3765,Hideout Brewing Co,3113 Plaza Dr NE,"Grand Rapids, MI 49525-2901 ",Type: Brewpub,http://www.hideoutbrewing.com,,,
3766,High Alpine Brewing Company,111 N Main St,"Gunnison, CO 81230-2330 ",Type: Brewpub,http://www.highalpinebrewing.com,,,
3767,High and Dry Brewing,529 Adams St NE,"Albuquerque, NM 87108-1228 ",Type: Micro,http://www.highanddrybrewing.com,,,
3769,High Cotton Brewing,598 Monroe Ave,"Memphis, TN 38103-3214 ",Type: Micro,http://www.highcottonbrewing.com,,,
3770,High Desert Brewing Co,1201 W Hadley Ave,"Las Cruces, NM 88005-2422 ",Type: Brewpub,http://www.highdesertbrewingco.com,,,
3771,High Gravity Brewing Company,6808 S Memorial Dr STE 144,"Tulsa, OK 74133 ",Type: Micro,http://PippinsTaproom.com,,,
3773,High Heel Brewing,5656 Oakland,"Saint Louis, MO 63110 ",Type: Micro,http://highheelbrewing.com,,,
3774,High Hops Brewery,6461 State Highway 392,"Windsor, CO 80550-3010 ",Type: Micro,http://www.highhopsbrewery.com,,,
3775,High Horse Brewery and Bistro,24 N Pleasant St,"Amherst, MA 01002-1703 ",Type: Contract,http://www.highhorsebrewing.com,,,
3778,"High Point Brewing Co, Inc.",22 Park Pl,"Butler, NJ 07405-1377 ",Type: Micro,http://www.ramsteinbeer.com,,,
3780,High Water Brewing,1559 W Mendocino Ave,"Stockton, CA 95204-2943 ",Type: Proprietor,http://www.highwaterbrewing.com,,,
3781,Higherground Brewing Co,518 1st Ave,"Hamilton, MT 59840 ",Type: Brewpub,http://www.highergroundbrewing.com,,,
3782,Highholder Brewing Company,2211 Oregon St,"Oshkosh, WI 54902-7001 ",Type: Micro,http://www.highholderbrewing.com,,,
3783,Highland Brewing Co,12 Old Charlotte Hwy Ste H,"Asheville, NC 28803-9419 ",Type: Regional,http://www.highlandbrewing.com,,,
3784,Highland Park Brewery,1220 N Spring St,"Los Angeles, CA 90012 ",Type: Micro,http://www.thehermosillo.com,,,
3785,Highlands Hollow Brewhouse,2455 N Highlands Holw,"Boise, ID 83702-0962 ",Type: Brewpub,http://www.highlandshollow.com,,,
3786,Highmark Brewery,390 Kings Hwy,"Fredericksburg, VA 22405-3245 ",Type: Micro,http://highmarkbrewery.com,,,
3788,Hightower Brewing Co,3445 County Road 16 Unit B,"Rayland, OH 43943-7765 ",Type: Micro,http://www.hightowerbrewingcompany.com,,,
3789,Highway 1 Brewing Company,5720 Cabrillo Hwy,"Pescadero, CA 94060-9725 ",Type: Brewpub,http://www.highway1brewing.com,,,
3791,Highway Manor Brewing Co,2238 Gettysburg Rd,"Camp Hill, PA 17011-7301 ",Type: Micro,http://www.HighwayManorBrewing.com,,,
3792,HiHO Brewing Co,1707 Front St,"Cuyahoga Falls, OH 44221-4711 ",Type: Micro,http://www.hihobrewingco.com,,,
3794,Hill Country Farm Brewery,,"Jamesville, NY 13078-9637",Type: Planning,http://Hillcountryfarmbrewery.com,,,
3795,Hill Farmstead Brewery,403 Hill Rd,"Greensboro Bend, VT 05842-8813 ",Type: Micro,http://www.hillfarmstead.com,,,
3796,Hillbilly Brewing Company,,"Ridgefield, WA 98642",Type: Micro,http://www.hillbillybrewingcompany.com,,,
3797,Hillcrest Brewing Company,1458 University Ave,"San Diego, CA 92103-3405 ",Type: Brewpub,http://www.hillcrestbrewingcompany.com,,,
3798,Hillman Beer,25 Sweeten Creek Rd,"Asheville, NC 28803-2318 ",Type: Brewpub,http://www.hillmanbeer.com,,,
3799,Hillsboro Brewing Company,815 Water Ave,"Hillsboro, WI 54634-6213 ",Type: Brewpub,http://www.hillsborobrewingcompany.com,,,
3803,Hinterland Brewery,1001 Lombardi Ave,"Green Bay, WI 54304-3956 ",Type: Micro,http://www.hinterlandbeer.com,,,
3804,Historic Brewing Company,4366 E Huntington Dr Bldg 2,"Flagstaff, AZ 86004-9400 ",Type: Micro,http://www.historicbrewingcompany.com,,,
3806,Hitchcock Brewing Company,129 Christian Ln,"Whately, MA 01093 ",Type: Micro,http://www.hitchcockbrewing.com,,,
3807,Hitchhiker Brewing Co.,190 Castle Shannon Blvd,"Pittsburgh, PA 15228-2267 ",Type: Brewpub,http://www.hitchhikerbrewing.com,,,
3808,Hi-Wire Brewing Big Top Production Facility,2 Huntsman Pl,"Asheville, NC 28803-2600 ",Type: Micro,http://www.hiwirebrewing.com,,,
3810,Hix Farm Brewery,54 S Cedar Ave,"Cookeville, TN 38501-3216 ",Type: Micro,http://www.hixfarmbrewery.com,,,
3811,Hobbs Tavern & Brewing Co.,2415 NH Route 16,"West Ossipee, NH 03890 ",Type: Brewpub,http://www.hobbstavern.com,,,
3812,Hofbrauhaus Buffalo,,"Buffalo, NY 14221-4616",Type: Planning,http://www.facebook.com/Hofbrauhaus-Buffalo-476335022466386/,,,
3813,Hofbrauhaus Chicago,5500 Park Pl,"Rosemont, IL 60018-3730 ",Type: Brewpub,http://www.hofbrauhauschicago.com,,,
3814,Hofbrauhaus Cleveland / Cincinatti Restaurant Group,1550 Chester Ave,"Cleveland, OH 44114-3615 ",Type: Brewpub,http://www.hofbrauhauscleveland.com,,,
3815,Hofbrauhaus Columbus,800 Goodale Blvd,"Columbus, OH 43212-3825 ",Type: Brewpub,http://www.hofbrauhauscolumbus.com,,,
3816,Hofbrauhaus Newport,200 E 3rd St,"Newport, KY 41071-1612 ",Type: Brewpub,http://www.hofbrauhausnewport.com,,,
3817,Hofbrauhaus Pittsburgh,3201 S Water St,"Pittsburgh, PA 15203- ",Type: Brewpub,http://www.hofbrauhauspittsburgh.com,,,
3818,Hofbrauhaus St. Louis-Belleville,,"Belleville, IL 62223-1154",Type: Planning,http://www.hofbrauhausstlouis.com,,,
3819,Hog Haus Brewing Co,430 W Dickson St,"Fayetteville, AR 72701-5107 ",Type: Brewpub,http://www.hoghaus.com,,,
3820,Hog Island Beer Company,PO Box 1901,"Orleans, MA 02653-1901 ",Type: Micro,http://www.hogislandbeerco.com,,,
3821,Hog River Brewing Co,1429 Park St,"Hartford, CT 06106-2236 ",Type: Micro,http://www.hogriverbrewing.com,,,
3822,Hogback Mountain Brewery,51 North St,"Bristol, VT 05443-1026 ",Type: Micro,http://hogbackbrew.com,,,
3823,Hogshead Brewery,4430 W 29th Ave,"Denver, CO 80212-3015 ",Type: Micro,http://www.hogsheadbrewery.com,,,
3824,Hoh River Brewery,2442 Mottman Rd SW,"Tumwater, WA 98512-6219 ",Type: Micro,http://www.hohriverbrewery.com,,,
3826,Hold Out Brewing,,"Austin, TX 78703-5203",Type: Planning,http://www.holdoutbrewing.com,,,
3827,Holidaily Brewing Co,801 Brickyard Cir Ste B,"Golden, CO 80403-8026 ",Type: Micro,http://www.holidailybrewing.com,,,
3828,Holler Brewing Company,2206 Edwards St Ste A,"Houston, TX 77007-4412 ",Type: Micro,http://www.hollerbeer.com,,,
3829,Hollister Brewing Co,6980 Market Place Dr,"Goleta, CA 93117-2997 ",Type: Brewpub,http://www.holisterbrewco.com,,,
3830,Hollow Earth Brewing Co,19 N 3rd St,"Oxford, PA 19363-1423 ",Type: Brewpub,http://www.HollowEarthBrewing.com,,,
3831,Hollywood Brewing Co,290 N Broadwalk,"Hollywood, FL 33019-1787 ",Type: Brewpub,http://www.hollywood.beer,,,
3833,Holsopple Brewing,8023 Catherine Ln,"Louisville, KY 40222-4793 ",Type: Micro,http://www.holsopplebrewing.com,,,
3834,Holston River Brewing Company,2623 Volunteer Pkwy,"Bristol, TN 37620- ",Type: Micro,http://www.hrbrewing.com,,,
3835,Holy City Brewing,4155 Dorchester Rd Ste C,"Charleston, SC 29405-7486 ",Type: Micro,http://www.holycitybrewing.com,,,
3836,Holy Craft Brewing Co,,"San Francisco, CA ",Type: Contract,http://www.holycraftbrewery.com,,,
3837,Holy Mackerel Small Batch Beers,3260 NW 23rd Ave Ste 400E,"Pompano Beach, FL 33069-5937 ",Type: Micro,http://www.holymackerelbeers.com,,,
3838,Holy Mountain Brewing Co,1421 Elliott Ave W,"Seattle, WA 98119-3104 ",Type: Micro,http://holymountainbrewing.com,,,
3839,Holzlager Brewing Co.,,",  ",Type: Planning,http://Www.holzlagerbrewing.com,,,
3840,Homage Brewing,281 S Thomas St Ste 101,"Pomona, CA 91766-1750 ",Type: Micro,http://www.homagebrewing.com/,,,
3842,Home Brewing Co.,2911 El Cajon Blvd # 2,"San Diego, CA 92104-1204 ",Type: Micro,http://www.thehomebrewerssd.com,,,
3843,Home of the Brave Brewing Company,909 Waimanu St,"Honolulu, HI 96814-3309 ",Type: Micro,http://www.hotbbc.com,,,
3844,Home Republic,328 Laskin Rd,"Virginia Beach, VA 23451-3020 ",Type: Micro,http://www.homerepublicvabeach.com,,,
3845,Homefield Brewing,3 Arnold Rd,"Fiskdale, MA 01518- ",Type: Brewpub,http://www.homefieldbrewing.com,,,
3846,HomeGrown Brewing Company,28 N Washington St,"Oxford, MI 48371-4665 ",Type: Brewpub,http://www.homegrownbrewco.com,,,
3847,Homeplace Beer Co,6 South Main Street Area C,"Burnsville, NC 28714 ",Type: Micro,http://www.homeplacebeer.com,,,
3849,HOMES Brewery,2321 Jackson Ave,"Ann Arbor, MI 48103-3814 ",Type: Micro,http://www.homesbrewery.com,,,
3850,Homestead Beer Co.,811 Irving Wick Dr W,"Heath, OH 43056-1199 ",Type: Micro,http://www.homesteadbeerco.com,,,
3851,Hometown Cellars Winery & Brewery,108 E Center St Ste D,"Ithaca, MI 48847-1453 ",Type: Micro,http://www.hometowncellars.com,,,
3852,Hondo's Brew and Cork Pub,2703 Marine Dr,"Astoria, OR 97103-2900 ",Type: Micro,http://www.hondosbrew.net,,,
3853,Honest Weight Artisan Beer,131 W Main St Ste 104,"Orange, MA 01364-1159 ",Type: Micro,http://www.honestweightbeer.com,,,
3854,Honey Hollow Brewery,376 E. Honey Rd.,"Earlton, NY 12058 ",Type: Micro,http://www.honeyhollowbrewery.com,,,
3855,Honeymoon Brewery,,"Santa Fe, NM 87501",Type: Planning,http://www.honeymoonbrewery.com,,,
3856,Honky Tonk Brewing Co,240 Cumberland Bnd,"Nashville, TN 37228-1804 ",Type: Micro,http://www.honkytonkbeer.com,,,
3857,Honolulu BeerWorks,328 Cooke St,"Honolulu, HI 96813-5531 ",Type: Brewpub,http://www.honolulubeerworks.com,,,
3858,Hood Canal Brewery,26499 Bond Rd NE,"Kingston, WA 98346-8477 ",Type: Brewpub,http://www.hoodcanalbrewery.com,,,
3859,HooDoo Brewing Co,1951 Fox Ave,"Fairbanks, AK 99701-2701 ",Type: Micro,http://www.hoodoobrew.com,,,
3860,Hoof Hearted Brewing,300 County Road 26,"Marengo, OH 43334-9678 ",Type: Micro,http://www.hoofheartedbrewing.com,,,
3862,Hook Point Brewing Co.,,",  ",Type: Proprietor,http://www.flathat.com,,,
3863,Hoops Brewing,325 S Lake Ave # 110,"Duluth, MN 55802-2305 ",Type: Micro,http://www.hoopsbrewing.com,,,
3864,Hoosier Brewing Company,,"Fairland, IN ",Type: Micro,http://www.hoosierbrewingco.com,,,
3865,HOOTS Beer Co.,840 Mill Works St,"Winston Salem, NC 27101-1243 ",Type: Micro,http://www.hootspublic.com,,,
3866,Hop & Barrel Brewing Company LLC,310 2nd St,"Hudson, WI 54016-1508 ",Type: Micro,http://www.hopandbarrelbrewing.com,,,
3867,Hop And Sting Brewing Company,2405 Squire Pl Ste 200,"Farmers Branch, TX 75234-4714 ",Type: Micro,http://www.hopandsting.com,,,
3868,Hop Barn Brewing,94 Maple Ave,"Greenville, NY 12083-3311 ",Type: Micro,http://hopbarnbrewing.com,,,
3869,Hop Butcher For the World,1000 N Frontage Rd Ste C,"Darien, IL 60561-6448 ",Type: Micro,http://www.hopbutcher.com,,,
3870,HOP Central Brewery and Taproom,5055 W Ray Rd Ste 2,"Chandler, AZ 85226-6111 ",Type: Micro,http://www.hopcentraltaproom.com,,,
3871,Hop Creek Pub,3253 Browns Valley Rd,"Napa, CA 94558-5424 ",Type: Brewpub,http://www.hopcreekpub.com,,,
3872,Hop Cycle Brewing Company,,"Banks, OR 97106-9213",Type: Planning,http://www.hopcyclebrewing.com,,,
3873,Hop Dogma Brewing Company,655 San Carlos Ave,"El Granada, CA 94018 ",Type: Micro,http://www.hopdogma.com,,,
3875,Hop Forged Brewing Company,,",  ",Type: Planning,http://hopforgedbrewing.com,,,
3876,Hop Garden Brewing,N8668 County Road D,"Belleville, WI 53508-9626 ",Type: Contract,http://www.thehopgarden.net,,,
3877,Hop Haus Brewing Co,231 S Main St,"Verona, WI 53593-1470 ",Type: Brewpub,http://www.hophausbrewing.com,,,
3879,Hop Heavy Brewing Co.,,"Concord, CA 94520-2309",Type: Planning,http://Www.hopheavybrewingco.com,,,
